type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-02 04:56:22,11.14643667,123.71119167,2.40,59.300,,6.096,177,50,67,,
T,2024-03-02 04:56:23,11.14638333,123.71119500,2.40,59.500,,6.098,176,50,67,,
T,2024-03-02 04:56:24,11.14633000,123.71119833,2.40,59.600,,6.097,175,50,67,,
T,2024-03-02 04:56:25,11.14627667,123.71120167,2.40,59.900,,6.089,175,50,67,,
T,2024-03-02 04:56:26,11.14622333,123.71120667,2.40,60.100,,6.090,175,50,67,,
T,2024-03-02 04:56:27,11.14616833,123.71121167,2.40,60.300,,6.085,175,50,67,,
T,2024-03-02 04:56:28,11.14611333,123.71121667,2.40,60.700,,6.078,175,50,67,,
T,2024-03-02 04:56:29,11.14606000,123.71122333,2.40,60.900,,6.070,174,49,67,,
T,2024-03-02 04:56:30,11.14600667,123.71122833,2.40,61.100,,6.064,174,49,67,,
T,2024-03-02 04:56:31,11.14595167,123.71123333,2.40,61.200,,6.067,174,49,67,,
T,2024-03-02 04:56:32,11.14589667,123.71124000,2.40,61.100,,6.070,173,48,67,,
T,2024-03-02 04:56:33,11.14584167,123.71124833,2.40,61.200,,6.077,173,49,67,,
T,2024-03-02 04:56:34,11.14578667,123.71125500,2.40,61.100,,6.076,172,50,67,,
T,2024-03-02 04:56:35,11.14573000,123.71126500,2.40,61.100,,6.071,172,51,67,,
T,2024-03-02 04:56:36,11.14567500,123.71127333,2.40,61.000,,6.086,172,51,67,,
T,2024-03-02 04:56:37,11.14562000,123.71128167,2.40,61.100,,6.090,171,51,67,,
T,2024-03-02 04:56:38,11.14556500,123.71129167,2.40,61.000,,6.102,171,51,67,,
T,2024-03-02 04:56:39,11.14550833,123.71130167,2.40,61.100,,6.105,171,51,67,,
T,2024-03-02 04:56:40,11.14545333,123.71131167,2.40,61.000,,6.106,171,52,67,,
T,2024-03-02 04:56:41,11.14539833,123.71132167,2.40,60.800,,6.112,169,51,67,,
T,2024-03-02 04:56:42,11.14534500,123.71133333,2.50,60.600,,6.116,170,49,67,,
T,2024-03-02 04:56:43,11.14529000,123.71134333,2.50,60.300,,6.108,170,49,67,,
T,2024-03-02 04:56:44,11.14523667,123.71135333,2.50,60.300,,6.082,170,48,67,,
T,2024-03-02 04:56:45,11.14517833,123.71136000,2.50,60.200,,6.075,170,48,67,,
T,2024-03-02 04:56:46,11.14512667,123.71137000,2.50,59.800,,6.008,169,49,67,,
T,2024-03-02 04:56:47,11.14508000,123.71138000,2.40,59.700,,5.960,169,49,67,,
T,2024-03-02 04:56:48,11.14503500,123.71138833,2.40,59.500,,5.870,168,50,67,,
T,2024-03-02 04:56:49,11.14498833,123.71139833,2.40,59.300,,5.785,168,49,67,,
T,2024-03-02 04:56:50,11.14494333,123.71140833,2.40,59.400,,5.704,168,48,67,,
T,2024-03-02 04:56:51,11.14490000,123.71141833,2.40,59.600,,5.620,169,49,67,,
T,2024-03-02 04:56:52,11.14485667,123.71142667,2.40,59.700,,5.529,168,52,67,,
T,2024-03-02 04:56:53,11.14481167,123.71143667,2.40,59.900,,5.445,168,53,67,,
T,2024-03-02 04:56:54,11.14476667,123.71144833,2.40,60.000,,5.387,168,53,67,,
T,2024-03-02 04:56:55,11.14472000,123.71145833,2.40,60.200,,5.324,168,53,67,,
T,2024-03-02 04:56:56,11.14467500,123.71147000,2.40,60.300,,5.291,166,54,67,,
T,2024-03-02 04:56:57,11.14462667,123.71148333,2.40,60.500,,5.288,167,53,67,,
T,2024-03-02 04:56:58,11.14457833,123.71149500,2.40,60.600,,5.305,167,53,67,,
T,2024-03-02 04:56:59,11.14453167,123.71150500,2.40,60.900,,5.303,168,48,67,,
T,2024-03-02 04:57:00,11.14448500,123.71151500,2.40,61.300,,5.339,168,49,67,,
T,2024-03-02 04:57:01,11.14443500,123.71152500,2.40,61.400,,5.390,168,49,67,,
T,2024-03-02 04:57:02,11.14438333,123.71153667,2.40,61.400,,5.435,167,50,67,,
T,2024-03-02 04:57:03,11.14433333,123.71154833,2.40,61.300,,5.500,167,50,67,,
T,2024-03-02 04:57:04,11.14427500,123.71156500,2.40,60.400,,5.537,168,51,67,,
T,2024-03-02 04:57:05,11.14422333,123.71157833,1.90,59.800,,5.576,168,50,67,,
T,2024-03-02 04:57:06,11.14416667,123.71158833,2.10,59.400,,5.625,168,50,67,,
T,2024-03-02 04:57:07,11.14411500,123.71160000,2.30,59.100,,5.652,168,50,67,,
T,2024-03-02 04:57:08,11.14406500,123.71161167,2.40,59.100,,5.684,168,50,67,,
T,2024-03-02 04:57:09,11.14401500,123.71162167,2.40,59.100,,5.739,169,51,67,,
T,2024-03-02 04:57:10,11.14396500,123.71163000,2.40,59.100,,5.774,169,49,67,,
T,2024-03-02 04:57:11,11.14391500,123.71164000,2.40,59.000,,5.792,169,50,67,,
T,2024-03-02 04:57:12,11.14386167,123.71165000,2.40,58.900,,5.811,169,51,67,,
T,2024-03-02 04:57:13,11.14381000,123.71166000,2.40,58.600,,5.825,169,50,67,,
T,2024-03-02 04:57:14,11.14375667,123.71166833,2.40,58.400,,5.861,169,50,67,,
T,2024-03-02 04:57:15,11.14370333,123.71167833,2.40,58.100,,5.887,169,52,67,,
T,2024-03-02 04:57:16,11.14365167,123.71168833,2.40,58.000,,5.901,168,52,67,,
T,2024-03-02 04:57:17,11.14359833,123.71169833,2.40,57.700,,5.906,169,52,67,,
T,2024-03-02 04:57:18,11.14354667,123.71170833,2.40,57.600,,5.918,169,52,67,,
T,2024-03-02 04:57:19,11.14349333,123.71172000,2.40,57.500,,5.923,168,53,67,,
T,2024-03-02 04:57:20,11.14344167,123.71173000,2.40,57.600,,5.919,169,51,67,,
T,2024-03-02 04:57:21,11.14338667,123.71174000,2.40,57.600,,5.924,168,51,67,,
T,2024-03-02 04:57:22,11.14333333,123.71175333,2.40,57.600,,5.932,168,53,67,,
T,2024-03-02 04:57:23,11.14328167,123.71176500,2.40,57.600,,5.919,167,52,67,,
T,2024-03-02 04:57:24,11.14323167,123.71177667,2.40,57.700,,5.916,169,53,67,,
T,2024-03-02 04:57:25,11.14318000,123.71178667,2.40,57.800,,5.911,168,53,67,,
T,2024-03-02 04:57:26,11.14312833,123.71179833,2.40,57.900,,5.905,167,53,67,,
T,2024-03-02 04:57:27,11.14307833,123.71181000,2.40,58.100,,5.911,168,53,67,,
T,2024-03-02 04:57:28,11.14302667,123.71182000,2.40,58.300,,5.914,168,53,67,,
T,2024-03-02 04:57:29,11.14297333,123.71182833,2.40,58.100,,5.884,167,53,67,,
